phenocode	name	num_cases	num_controls	gc_lambda	num_gw_significant
O15_GESTAT_OEDEM_PREINUR	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	339	96440	0.97825	0
O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	2375	91139	1.0259	0
O15_HYPTENSPREG	Pregnancy hypertension	6120	94241	1.0542	6
O15_ICP	Intrahepatic Cholestasis of Pregnancy (ICP)	740	99621	1.046	7
O15_LABOUR_ABNORM_FORCES	Abnormalities of forces of labour	1358	85106	1.034	1
O15_LABOUR_FETAL_STRESS	Labour and delivery complicated by fetal stress [distress]	2693	85106	1.0321	0
O15_LABOUR_INTRAPART_HAEMORRH	Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified	133	85106	0.78976	0
O15_LABOUR_LONG	Long labour	2433	85106	1.035	0
O15_LABOUR_MALPOS	Obstructed labour due to malposition and malpresentation of fetus	2761	85106	1.0259	1
O15_LABOUR_OBSTR_OTHER	Other obstructed labour	516	85106	1.0245	0
O15_LABOUR_OTHER	Other complications of labour and delivery, not elsewhere classified	819	85106	1.0412	1
O15_LABOUR_PELVIC_ABNORM	Obstructed labour due to maternal pelvic abnormality	1287	85106	1.0398	0
O15_LABOUR_UMBILICAL	Labour and delivery complicated by umbilical cord complications	389	85106	0.9907	0
O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery problems	14510	85851	1.0489	0
O15_MATERN_CARE_DISPROP	Maternal care for known or suspected disproportion	528	85851	1.0259	0
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	1738	85851	1.0288	0
O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems	3017	85851	1.034	1
O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	2965	85851	1.0426	2
O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	114	96440	0.66747	0
O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium	206	96800	0.88731	0
O15_MAT_CARE_MALPRESENT	Maternal care for known or suspected malpresentation of fetus	2073	85851	1.035	0
O15_MEMBR_PREMAT_RUPT	Premature rupture of membranes	2089	85851	1.0446	0
O15_MULTIP_GEST	Multiple gestation	939	85851	1.0307	0
O15_OBSTET_NAS	Other obstetric conditions, not elsewhere classified	3561	96800	1.0369	1
O15_OBSTET_TRAUMA_OTHER	Other obstetric trauma	528	85106	1.0254	0
O15_OEDEM_PROTUR_HYPERT	Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium	3921	96440	1.0436	4
O15_OTHER_MATERN_DIS_ELSEWHERE	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	3403	96800	1.0417	0
O15_PLAC_PRAEVIA	Placenta praevia	444	85851	1.0136	1
O15_PLAC_PREMAT_SEPAR	Premature separation of placenta [abruptio placentae]	249	85851	0.91941	0
O15_POLYHYDR	Polyhydramnios	388	85851	0.99581	1
O15_POSTPART_HEAMORRH	Postpartum haemorrhage	2540	85106	1.0207	0
O15_PREECLAMPS	Pre-eclampsia	1801	96440	1.0402	0
O15_PREG_ABORT	Pregnancy with abortive outcome	15797	84564	1.0378	0
O15_PREG_BIRTH_PUERP	Pregnancy, childbirth and the puerperium	40728	59633	1.0164	0
O15_PREG_DM	Diabetes mellitus in pregnancy	4451	91139	1.0383	4
O15_PREG_ECTOP	Ectopic pregnancy	1584	84564	1.0269	0
O15_PREG_GU_INFECT	Infections of genitourinary tract in pregnancy	491	91139	1.0047	0
O15_PREG_HYDAT	Hydatidiform mole	117	84564	0.74595	0
O15_PREG_MATERN_CARE	Maternal care for other conditions predominantly related to pregnancy	2427	91139	1.0354	0
O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy	9222	91139	1.045	4
O15_PREG_PROLONGED	Prolonged pregnancy	1417	85851	1.0426	0
O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy	161	91139	0.82588	1
O15_PRETERM	Preterm labour and delivery	2990	85106	1.0098	0
O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	3130	95197	1.035	1
O15_PUERP_COMPL_NAS	Complications of the puerperium, not elsewhere classified	416	98398	0.98977	0
O15_PUERP_INFECT_OTHER	Other puerperal infections	606	98398	1.0378	0
O15_PUERP_SEPSIS	Puerperal sepsis	574	98398	1.0383	1
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	803	85106	1.034	0
OFFICIAL_TILASTOKESKUS	Alcohol related diseases, tilastokeskus definition	9537	167362	1.0757	1
OFFICIAL_TILASTOKESKUS_DEATH	Alcohol related diseases, tilastokeskus definition, death only	821	176078	1.0417	0
OPER_COLECTOMY	Colectomy operation	1445	175454	1.0283	1
OPER_TOTAL_COLECTOMY	Total colectomy operation	401	176498	0.9986	0
OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	591	141876	1.0326	0
OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	109	176308	0.73046	0
OSTPOPATFRCTURE_POSTEMENO	Postmenopausal osteoporosis with pathological fracture	469	99824	1.0226	0
OTHER_ILD_CVD_COMORB	Other ILD-related CVD-co-morbidities	3260	114642	1.0269	4
OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)	3076	141876	1.0292	3
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	Disorders related to short gestation and low birth weight, not elsewhere classified	172	176698	0.86187	0
P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	Disorders related to length of gestation and fetal growth	201	176698	0.89375	0
P16_HAEMORRHAGIC_HAEMATOL_DISORD_FETUS_NEWBO	Haemorrhagic and haematological disorders of fetus and newborn	113	176786	0.76513	1
P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD	Respiratory and cardiovascular disorders specific to the perinatal period	159	176740	0.83571	0
P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	106	176740	0.75281	0
PAIN	Pain (limb, back, neck, head abdominally)	67553	109000	1.1551	6
PD2ND	Secondary parkinsonism	321	175085	0.96182	0
PD2ND_EXMORE	Secondary parkinsonism (more controls excluded)	321	94096	0.85517	1
PDSTRICT	Parkinson's disease, strict definition	1495	175312	1.035	1
PDSTRICT_EXMORE	Parkinson's disease, strict definition (more controls excluded)	1495	94096	1.0354	2
PD_DEMENTIA	Dementia due to Parkinsons disease	235	175310	0.90717	0
PD_DEMENTIA_EXMORE	Dementia due to Parkinsons disease (more controls excluded)	235	94096	0.91109	0
PNEUMOBACTKNOWN	Bacterial pneumonia (organism specified)	6231	156354	1.0378	0
PNEUMONIA	Pneumonias (Asthma/COPD co-morbidities)	20545	156249	1.0108	2
PNEUMO_SEPTHICHE	Pneumococcal septichemia	307	176580	0.96091	0
POLLENALLERG	Pollen allergy	2284	173573	1.0374	2
POLYCYTVERA	Polycythaemia vera	288	176259	0.95593	7
PRIM_COXARTHROSIS	Primary coxarthrosis, bilateral	3123	168949	1.0504	2
PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	6305	159096	1.0718	13
PSORI_STRICT	Psoriasis (vulgaris), strict definition	247	171917	0.92513	2
PSOR_ARTHR_OTH	Other psoriatic arthropathies	1023	175622	1.0508	1
PSOR_ENTE_ARTHR	Psoriatic and enteropathic arthropathies	1277	141876	1.047	2
PULM_IMMUNECOMORB	Immune disease comorbidities	14229	84686	1.062	8
PULM_INFECTIONS	COPD/asthma/ILD related infections	45217	131682	1.0581	1
PULM_MEDICATIO_COMORB	Medication related adverse effects (Asthma/COPD)	27549	149350	1.0188	4
PULM_PNEUMONIA_SEPSIS	COPD/asthma/ILD related pneumonia or pneumonia derived septichaemia	20619	131682	1.0212	3
PULM_PSYCH_COMORB	Psychiatric comorbidites (Asthma/COPD)	29200	84686	1.1011	3
Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Chromosomal abnormalities, not elsewhere classified	143	176756	0.79095	0
Q17_CLEFT_LIP_CLEFT_PALATE	Cleft lip and cleft palate	130	176769	0.77017	5
Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet	260	175937	0.93576	0
Q17_CONGEN_DEFORMITI_HIP	Congenital deformities of hip	158	175937	0.83038	1
Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES	Congenital malformations of aortic and mitral valves	321	175448	0.96136	0
Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	139	175936	0.78779	1
Q17_CONGEN_MALFO_CARDIAC_SEPTA	Congenital malformations of cardiac septa	612	175448	1.0273	2
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	1451	175448	1.0264	0
Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM	Congenital malformations and deformations of the musculoskeletal system	962	175937	1.0441	0
Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK	Congenital malformations of eye, ear, face and neck	772	176127	1.0417	0
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	1046	175853	1.0311	0
Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	212	175448	0.89031	1
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	122	175937	0.7509	0
Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system	187	176712	0.85852	1
Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM	Congenital malformations of ovaries, fallopian tubes and broad ligaments	580	175853	1.0202	0
Q17_CONGEN_MALFO_RESPI_SYSTEM	Congenital malformations of the respiratory system	146	176753	0.8109	1
Q17_CONGEN_MALFO_URINARY_SYSTEM	Congenital malformations of the urinary system	610	176289	1.0586	2
Q17_CONGEN_MALFO_UTERUS_CERVIX	Congenital malformations of uterus and cervix	183	175853	0.84685	0
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	Congenital musculoskeletal deformities of head, face, spine and chest	127	175937	0.7659	1
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of ureter	176	176289	0.86145	0
Q17_CYSTIC_KIDNEY_DISEA	Cystic kidney disease	374	176289	0.99581	7
Q17_OTHER_CONGEN_MALFO	Other congenital malformations	963	175936	1.0412	0
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system	236	175448	0.91371	0
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	394	176505	0.9907	6
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	141	176127	0.80128	0
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	326	176127	0.97733	0
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system	105	175448	0.72821	0
Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin	468	175936	1.0235	4
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	Other congenital malformations of tongue, mouth and pharynx	124	176505	0.76203	0
Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS	Other specified congenital malformation syndromes affecting multiple systems	157	175936	0.8316	0
Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	Phakomatoses, not elsewhere classified	113	175936	0.71853	0
Q17_UNDES_TESTICLE	Undescended testicle	105	175853	0.73572	0
R18_ABDOMI_PELVIC_PAIN	Abdominal and pelvic pain	38127	133272	1.0866	4
R18_ABNORMALITI_BREAT	Abnormalities of breathing	19016	134196	1.0738	0
R18_ABNORMALITI_GAIT_MOBIL	Abnormalities of gait and mobility	952	170085	1.0417	0
R18_ABNORMALITI_HEART_BEAT	Abnormalities of heart beat	4334	134196	1.0465	1
R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS	Abnormal blood-pressure reading, without diagnosis	326	134196	0.97366	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	121	170221	0.769	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM	Abnormal findings on diagnostic imaging of central nervous system	270	170221	0.93576	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	6678	170221	1.0009	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG	Abnormal findings on diagnostic imaging of lung	4811	170221	1.007	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	Abnormal findings on diagnostic imaging of other body structures	919	170221	1.0273	0
R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS	Abnormal findings on examination of blood, without diagnosis	4920	171979	1.0207	1
R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS	Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis	7402	169497	1.0212	1
R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS	Abnormal findings on examination of urine, without diagnosis	448	176451	1.0098	1
R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE	Abnormal findings in nipple discharge synovial fluid wound secretions	112	169497	0.72784	0
R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA	Abnormal findings in secretions and smears from cervix uteri vagina vulva	6619	169497	1.0197	4
R18_ABNORMAL_INVOLU_MOVEM	Abnormal involuntary movements	1332	170085	1.0426	0
R18_ABNORMAL_RESULTS_FUNCTION_STUDI	Abnormal results of function studies	718	170221	1.0407	0
R18_ABNORMAL_SERUM_ENZYME_LEVELS	Abnormal serum enzyme levels	2925	171979	1.0254	4
R18_ABNORMAL_SPERMATOZ	Abnormal spermatozoa	595	169497	1.0202	0
R18_ASCITES	Ascites	526	133272	1.025	3
R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS	Cardiac murmurs and other cardiac sounds	1025	134196	1.0393	1
R18_CONVU_NOT_ELSEW_CLASSIFIED	Convulsions, not elsewhere classified	3441	142910	1.0197	0
R18_COUGH	Cough	5910	134196	1.0388	0
R18_CRAMP_SPASM	Cramp and spasm	419	175943	1.0169	0
R18_DISTU_SKIN_SENSA	Disturbances of skin sensation	2842	168625	1.0288	0
R18_DISTU_SMELL_TASTE	Disturbances of smell and taste	419	159787	1.0136	0
R18_DIZZI_GIDDI	Dizziness and giddiness	11478	159787	1.0412	2
R18_DYSPHAGIA	Dysphagia	2525	133272	1.0316	0
R18_DYSPNOEA	Dyspnoea	12317	164107	1.0552	0
R18_ELEVATED_BLOOD_GLUCOSE_LEVEL	Elevated blood glucose level	670	171979	1.034	0
R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO	Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity	793	171979	1.045	0
R18_ENLARGED_LYMPH_NODES	Enlarged lymph nodes	1691	142910	1.0297	0
R18_FAECAL_INCONTINENCE	Faecal incontinence	884	133272	1.0426	0
R18_FEVER_OTHER_UNKNO_ORIGIN	Fever of other and unknown origin	6849	142910	1.0042	1
R18_GENERAL_SYMPTOMS_SIGNS	General symptoms and signs	33989	142910	1.0567	0
R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED	Haemorrhage, not elsewhere classified	276	142910	0.94648	0
R18_HAEMORRHAGE_RESPI_PASSA	Haemorrhage from respiratory passages	4223	134196	1.0264	0
R18_HEADACHE1	Headache	10340	142910	1.0586	0
R18_HEARTBURN	Heartburn	822	133272	1.0407	1
R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED	Hepatomegaly and splenomegaly, not elsewhere classified	102	133272	0.72597	0
R18_HYPERHIDROSIS	Hyperhidrosis	298	142910	0.96409	0
R18_ILL_D_UNKNO_CAUSES_MORTA	Ill-defined and unknown causes of mortality	316	176583	0.95638	0
R18_ISOLATED_PROTEINU	Isolated proteinuria	307	176451	0.95684	0
R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT	Lack of expected normal physiological development	279	142910	0.94022	0
R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE	Localized swelling, mass and lump of skin and subcutaneous tissue	3594	168625	1.0231	0
R18_MALAI_FATIG	Malaise and fatigue	5260	142910	1.016	1
R18_MOUTH_BREAT	Mouth breathing	5669	170714	1.0446	0
R18_NAUSEA_VOMITI	Nausea and vomiting	3013	133272	1.035	0
R18_OEDEMA_NOT_ELSEW_CLASSIFIED	Oedema, not elsewhere classified	3012	142910	1.0273	2
R18_OTHER_ABNORMALITI_PLASMA_PROTEINS	Other abnormalities of plasma proteins	110	171979	0.73988	0
R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS	Other abnormal findings of blood chemistry	239	171979	0.89936	1
R18_OTHER_ABNORMAL_FINDI_URINE	Other abnormal findings in urine	126	176451	0.769	0
R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM	Other abnormal immunological findings in serum	167	171979	0.85017	0
R18_OTHER_GENERAL_SYMPTOMS_SIGNS	Other general symptoms and signs	379	142910	0.98561	0
R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA	Other ill-defined and unspecified causes of mortality	239	176583	0.89763	1
R18_OTHER_LACK_COORD	Other lack of coordination	149	170085	0.8101	1
R18_OTHER_SKIN_CHANG	Other skin changes	951	168625	1.0311	0
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Other symptoms and signs involving the circulatory and respiratory systems	524	134196	1.0254	0
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE	Other symptoms and signs involving cognitive functions and awareness	5351	159787	1.0273	2
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Other symptoms and signs involving the digestive system and abdomen	1903	133272	1.0311	1
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP	Other symptoms and signs involving general sensations and perceptions	358	159787	0.97366	0
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS	Other symptoms and signs involving the nervous and musculoskeletal systems	4736	170085	1.0412	1
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Other symptoms and signs involving the urinary system	748	165187	1.0446	0
R18_PAIN_ASSOCIATED_W_MICTU	Pain associated with micturition	1156	165187	1.0412	0
R18_PAIN_NOT_ELSEW_CLASSIFIED	Pain, not elsewhere classified	2728	142910	1.0183	1
R18_PAIN_THROAT_CHEST	Pain in throat and chest	19156	134196	1.0728	1
R18_POLYURIA	Polyuria	2485	165187	1.0326	0
R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT	Rash and other nonspecific skin eruption	1235	168625	1.0354	1
R18_RETEN_URINE	Retention of urine	3603	165187	1.0183	0
R18_SOMNO_STUPOR_COMA	Somnolence, stupor and coma	501	159787	1.0197	0
R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED	Speech disturbances, not elsewhere classified	742	173185	1.0422	0
R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE	Symptoms and signs concerning food and fluid intake	1019	142910	1.0302	0
R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Symptoms and signs involving the circulatory and respiratory systems	42703	134196	1.0951	3
R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI	Symptoms and signs involving cognition, perception, emotional state and behaviour	17112	159787	1.0202	1
R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Symptoms and signs involving the digestive system and abdomen	43627	133272	1.0836	2
R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE	Symptoms and signs involving emotional state	315	159787	0.96136	1
R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS	Symptoms and signs involving the nervous and musculoskeletal systems	6814	170085	1.0374	0
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	8274	168625	1.0331	0
R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE	Symptoms and signs involving speech and voice	3714	173185	1	0
R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Symptoms and signs involving the urinary system	11712	165187	1.0273	1
R18_SYNCO_COLLAP	Syncope and collapse	6227	142910	1.0326	1
R18_UNKNO_UNSPE_CAUSES_MORBIDI	Unknown and unspecified causes of morbidity	860	142910	1.0431	0
R18_UNSPE_HAEMATU	Unspecified haematuria	4842	165187	1.0183	0
R18_UNSPE_JAUND	Unspecified jaundice	521	133272	1.0197	0
R18_UNSPE_URINARY_INCONTINENCE	Unspecified urinary incontinence	1036	165187	1.0504	0
R18_VOICE_DISTU	Voice disturbances	2978	173185	1.0221	1
REAC_ARTHRO_NOS	Other/unspecified reactive arthropathies	732	176053	1.0378	2
RESPIRATORYINSUFF	Respiratory insufficiency	591	114589	1.0345	1
RESP_ILL_DIS_CLASS_ELSEWHERE	Respiratory disorders in diseases classified elsewhere	107	176792	0.72001	1
RHEUMA_ARHTROPAT_REACTIVE	Reactive arthropathies, FINNGEN	846	141876	1.0388	2
RHEUMA_CHRYSTAL	Chrystal arthropathies, rheuma endpoint	115	141876	0.76011	0
RHEUMA_ENDPOINTS	Finngen Rheumatological endpoints	35023	141876	1.1111	4
RHEUMA_NOS	Other/unspecified rheumatoid arthritis	1498	174312	1.0426	6
RHEUMA_OTHER_WIDE	Other (seronegative) rheumatoid arthritis, wide	2247	174312	1.0307	4
RHEUMA_SERONEG	Seronegative rheumatoid arthritis	1436	141876	1.0316	2
RHEUMA_SEROPOS	Seropositive rheumatoid arthritis	3468	141876	1.0417	3
RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis	3423	173431	1.0402	3
RHEUMA_SEROPOS_STRICT	Seropositive rheumatoid arthritis, strict definition	788	173572	1.0465	2
RHEUMA_SEROPOS_WIDE	Seropositive rheumatoid arthritis, wide	3466	173431	1.0417	3
RHEU_ARTHRITIS_OTH	Other arthritis (FG)	3776	141876	1.0169	3
RHINITIS_VASOMOTOR	Vasomotor rhinitis (mode)	744	174935	1.0359	1
RX_STATIN	Statin medication	53518	123381	1.1792	84
SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis	326	168949	0.96318	0
SCND_OTH_KNEEARTHROSIS	Other secondary gonarthrosis	488	159096	1.0155	0
SEPTICHE_PNEUMONIA	Pneumonia derived septichemia	319	131682	0.96864	1
SFN	Small fibre neuropathy	190	174596	0.86818	1
SLEEP	Sleep disorders (combined)	13760	161498	1.0886	2
SLE_FG	SLE (Finngen)	417	141876	1.016	6
SLE_NOS	Systemic lupus erythematosus, unspecified	339	176482	0.97962	3
SMOKING	Smoking	948	114589	1.0523	1
SMOKING_DEPEND	Smoking dependancy	709	175951	1.0441	0
SPONDYLOARTHRITIS	Spondyloarthritis	2284	161452	1.0359	8
SPONDYLOPATHY_FG	Spondylopathies (FG)	1689	141876	1.0288	7
ST19_ADVER_EFFEC_NOT_ELSEW_CLASSIFIED	Adverse effects, not elsewhere classified	2139	173701	1.0292	1
ST19_ALIQU_COMPLICATI_PRAECO_TRAUMAT	!Aliquae complicationes praecoces traumatis	377	176522	0.987	0
ST19_BURNS_CORROSIO	Burns and corrosions	1570	175329	1.0326	0
ST19_BURNS_CORROSIO_CONFIN_EYE_INTERNAL_ORGANS	Burns and corrosions confined to eye and internal organs	330	175329	0.9732	0
ST19_BURNS_CORROSIO_EXTER_BODY_SURFA_SPECIFE_SITE	Burns and corrosions of external body surface, specified by site	1125	175329	1.0369	0
ST19_BURNS_CORROSIO_MULTIPLE_UNSPE_BODY_REGIONS	Burns and corrosions of multiple and unspecified body regions	225	175329	0.88817	0
ST19_BURN_CORROSION_ANKLE_FOOT	Burn and corrosion of ankle and foot	131	176231	0.77445	0
ST19_BURN_CORROSION_CONFIN_EYE_ADNEXA	Burn and corrosion confined to eye and adnexa	291	176074	0.95323	0
ST19_BURN_CORROSION_HEAD_NECK	Burn and corrosion of head and neck	227	176135	0.89936	1
ST19_BURN_CORROSION_HIP_LOWER_LIMB_ANKLE_FOOT	Burn and corrosion of hip and lower limb, except ankle and foot	192	176171	0.86439	0
ST19_BURN_CORROSION_SHOUL_UPPER_LIMB_WRIST_HAND	Burn and corrosion of shoulder and upper limb, except wrist and hand	186	176176	0.85059	3
ST19_BURN_CORROSION_TRUNK	Burn and corrosion of trunk	265	176097	0.92205	0
ST19_BURN_CORROSION_WRIST_HAND	Burn and corrosion of wrist and hand	336	176026	0.98192	0
ST19_COMPLICATIO_CARDIAC_VASCULAR_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of cardiac and vascular prosthetic devices, implants and grafts	191	162801	0.86945	0
ST19_COMPLICATIO_FOLLOWI_INFUS_TRANSFU_THERAPE_INJEC	Complications following infusion, transfusion and therapeutic injection	134	162801	0.78267	0
ST19_COMPLICATIO_GENITO_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of genitourinary prosthetic devices, implants and grafts	221	162801	0.905	0
ST19_COMPLICATIO_INTERNAL_ORTHOPA_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of internal orthopaedic prosthetic devices, implants and grafts	2292	162801	1.0331	0
ST19_COMPLICATIO_OTHER_INTERNAL_PROSTHET_DEVICES_IMPLANTS_GRAFTS	Complications of other internal prosthetic devices, implants and grafts	262	162801	0.93132	0
ST19_COMPLICATIO_PROCED_NOT_ELSEW_CLASSIFIED	Complications of procedures, not elsewhere classified	11191	162801	1.0288	2
ST19_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED	Complications of surgical and medical care, not elsewhere classified	14098	162801	1.0145	0
ST19_CONCUSSION	Concussion	8136	113935	1.0393	1
ST19_CONTU_ANKLE	Contusion of ankle	347	167639	0.97504	0
ST19_CONTU_OTHER_UNSPE_PARTS_FOOT	Contusion of other and unspecified parts of foot	406	167639	1.0051	0
ST19_CONTU_TOES_WO_DAMAGE_NAIL	Contusion of toe(s) without damage to nail	186	167639	0.85601	0
ST19_CRUSHI_INJURY_WRIST_HAND	Crushing injury of wrist and hand	130	161655	0.78071	1
ST19_DIFFU_BRAIN_INJURY	Diffuse brain injury	484	113935	1.0065	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ANKLE_FOOT_LEVEL	Dislocation, sprain and strain of joints and ligaments at ankle and foot level	4539	167639	1.0269	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_ELBOW	Dislocation, sprain and strain of joints and ligaments of elbow	642	166893	1.0402	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_HEAD	Dislocation, sprain and strain of joints and ligaments of head	416	159846	1.0005	0
ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_KNEE	Dislocation, sprain and strain of joints and ligaments of knee	9674	155283	1.0407	0
