CID	BIOCHEMICAL_NAME	SUPER_PATHWAY	HMDB_ID	LINK
C302	deoxycholate	Lipid	HMDB0000626	http://share.sph.umich.edu/metsim_metabqtl/C302_primary_mac5.epacts.gz
C310	cystathionine	Amino_Acid	HMDB0000099	http://share.sph.umich.edu/metsim_metabqtl/C310_primary_mac5.epacts.gz
C313	sphinganine	Lipid	HMDB0000269	http://share.sph.umich.edu/metsim_metabqtl/C313_primary_mac5.epacts.gz
C327	flavin adenine dinucleotide (FAD)	Cofactors_and_Vitamins	HMDB0001248	http://share.sph.umich.edu/metsim_metabqtl/C327_primary_mac5.epacts.gz
C330	fumarate	Energy	HMDB0000134	http://share.sph.umich.edu/metsim_metabqtl/C330_primary_mac5.epacts.gz
C331	gamma-glutamylglutamate	Peptide	HMDB0011737	http://share.sph.umich.edu/metsim_metabqtl/C331_primary_mac5.epacts.gz
C338	gluconate	Xenobiotics	HMDB0000625	http://share.sph.umich.edu/metsim_metabqtl/C338_primary_mac5.epacts.gz
C339	glutarate (C5-DC)	Lipid	HMDB0000661	http://share.sph.umich.edu/metsim_metabqtl/C339_primary_mac5.epacts.gz
C340	glycine	Amino_Acid	HMDB0000123	http://share.sph.umich.edu/metsim_metabqtl/C340_primary_mac5.epacts.gz
C342	glycocholate	Lipid	HMDB0000138	http://share.sph.umich.edu/metsim_metabqtl/C342_primary_mac5.epacts.gz
C344	guanidinoacetate	Amino_Acid	HMDB0000128	http://share.sph.umich.edu/metsim_metabqtl/C344_primary_mac5.epacts.gz
C35	S-1-pyrroline-5-carboxylate	Amino_Acid	HMDB0001301	http://share.sph.umich.edu/metsim_metabqtl/C35_primary_mac5.epacts.gz
C355	histidine	Amino_Acid	HMDB0000177	http://share.sph.umich.edu/metsim_metabqtl/C355_primary_mac5.epacts.gz
C356	cortisol	Lipid	HMDB0000063	http://share.sph.umich.edu/metsim_metabqtl/C356_primary_mac5.epacts.gz
C358	hypotaurine	Amino_Acid	HMDB0000965	http://share.sph.umich.edu/metsim_metabqtl/C358_primary_mac5.epacts.gz
C361	inosine	Nucleotide	HMDB0000195	http://share.sph.umich.edu/metsim_metabqtl/C361_primary_mac5.epacts.gz
C362	inosine 5'-monophosphate (IMP)	Nucleotide	HMDB0000175	http://share.sph.umich.edu/metsim_metabqtl/C362_primary_mac5.epacts.gz
C363	myo-inositol	Lipid	HMDB0000211	http://share.sph.umich.edu/metsim_metabqtl/C363_primary_mac5.epacts.gz
C376	isoleucine	Amino_Acid	HMDB0000172	http://share.sph.umich.edu/metsim_metabqtl/C376_primary_mac5.epacts.gz
C381	2-aminoadipate	Amino_Acid	HMDB0000510	http://share.sph.umich.edu/metsim_metabqtl/C381_primary_mac5.epacts.gz
C391	citrulline	Amino_Acid	HMDB0000904	http://share.sph.umich.edu/metsim_metabqtl/C391_primary_mac5.epacts.gz
C397	leucine	Amino_Acid	HMDB0000687	http://share.sph.umich.edu/metsim_metabqtl/C397_primary_mac5.epacts.gz
C407	lysine	Amino_Acid	HMDB0000182,HMDB0003405	http://share.sph.umich.edu/metsim_metabqtl/C407_primary_mac5.epacts.gz
C409	malate	Energy	HMDB0000156	http://share.sph.umich.edu/metsim_metabqtl/C409_primary_mac5.epacts.gz
C415	methionine	Amino_Acid	HMDB0000696	http://share.sph.umich.edu/metsim_metabqtl/C415_primary_mac5.epacts.gz
C418	methylmalonate (MMA)	Lipid	HMDB0000202	http://share.sph.umich.edu/metsim_metabqtl/C418_primary_mac5.epacts.gz
C424	palmitate (16:0)	Lipid	HMDB0000220	http://share.sph.umich.edu/metsim_metabqtl/C424_primary_mac5.epacts.gz
C432	nicotinamide	Cofactors_and_Vitamins	HMDB0001406	http://share.sph.umich.edu/metsim_metabqtl/C432_primary_mac5.epacts.gz
C439	stearate (18:0)	Lipid	HMDB0000827	http://share.sph.umich.edu/metsim_metabqtl/C439_primary_mac5.epacts.gz
C444	ornithine	Amino_Acid	HMDB0000214,HMDB0003374	http://share.sph.umich.edu/metsim_metabqtl/C444_primary_mac5.epacts.gz
C445	orotate	Nucleotide	HMDB0000226	http://share.sph.umich.edu/metsim_metabqtl/C445_primary_mac5.epacts.gz
C452	palmitoleate (16:1n7)	Lipid	HMDB0003229	http://share.sph.umich.edu/metsim_metabqtl/C452_primary_mac5.epacts.gz
C460	phenylalanine	Amino_Acid	HMDB0000159	http://share.sph.umich.edu/metsim_metabqtl/C460_primary_mac5.epacts.gz
C461	phosphate	Energy	HMDB0001429	http://share.sph.umich.edu/metsim_metabqtl/C461_primary_mac5.epacts.gz
C466	phytanate	Xenobiotics	HMDB0000801	http://share.sph.umich.edu/metsim_metabqtl/C466_primary_mac5.epacts.gz
C477	pristanate	Lipid	HMDB0000795	http://share.sph.umich.edu/metsim_metabqtl/C477_primary_mac5.epacts.gz
C480	proline	Amino_Acid	HMDB0000162,HMDB0003411	http://share.sph.umich.edu/metsim_metabqtl/C480_primary_mac5.epacts.gz
C482	lactate	Carbohydrate	HMDB0000190	http://share.sph.umich.edu/metsim_metabqtl/C482_primary_mac5.epacts.gz
C498	retinol (Vitamin A)	Cofactors_and_Vitamins	HMDB0000305,HMDB0006216,HMDB0006217,HMDB0006221	http://share.sph.umich.edu/metsim_metabqtl/C498_primary_mac5.epacts.gz
C50	spermidine	Amino_Acid	HMDB0001257	http://share.sph.umich.edu/metsim_metabqtl/C50_primary_mac5.epacts.gz
C501	salicylate	Xenobiotics	HMDB0001895	http://share.sph.umich.edu/metsim_metabqtl/C501_primary_mac5.epacts.gz
C503	serine	Amino_Acid	HMDB0000187	http://share.sph.umich.edu/metsim_metabqtl/C503_primary_mac5.epacts.gz
C504	serotonin	Amino_Acid	HMDB0000259	http://share.sph.umich.edu/metsim_metabqtl/C504_primary_mac5.epacts.gz
C512	taurine	Amino_Acid	HMDB0000251	http://share.sph.umich.edu/metsim_metabqtl/C512_primary_mac5.epacts.gz
C519	myristate (14:0)	Lipid	HMDB0000806	http://share.sph.umich.edu/metsim_metabqtl/C519_primary_mac5.epacts.gz
C533	urea	Amino_Acid	HMDB0000294	http://share.sph.umich.edu/metsim_metabqtl/C533_primary_mac5.epacts.gz
C535	uridine	Nucleotide	HMDB0000296	http://share.sph.umich.edu/metsim_metabqtl/C535_primary_mac5.epacts.gz
C536	2'-deoxyuridine	Nucleotide	HMDB0000012	http://share.sph.umich.edu/metsim_metabqtl/C536_primary_mac5.epacts.gz
C537	trans-urocanate	Amino_Acid	HMDB0000301,HMDB0062562	http://share.sph.umich.edu/metsim_metabqtl/C537_primary_mac5.epacts.gz
C55	1-methylnicotinamide	Cofactors_and_Vitamins	HMDB0000699	http://share.sph.umich.edu/metsim_metabqtl/C55_primary_mac5.epacts.gz
C561	glutamate	Amino_Acid	HMDB0000148	http://share.sph.umich.edu/metsim_metabqtl/C561_primary_mac5.epacts.gz
C563	glutamine	Amino_Acid	HMDB0000641,HMDB0003423	http://share.sph.umich.edu/metsim_metabqtl/C563_primary_mac5.epacts.gz
C564	threonine	Amino_Acid	HMDB0000167	http://share.sph.umich.edu/metsim_metabqtl/C564_primary_mac5.epacts.gz
C565	tryptophan	Amino_Acid	HMDB0000929,HMDB0013609	http://share.sph.umich.edu/metsim_metabqtl/C565_primary_mac5.epacts.gz
C566	valine	Amino_Acid	HMDB0000883	http://share.sph.umich.edu/metsim_metabqtl/C566_primary_mac5.epacts.gz
C572	glucose	Carbohydrate	HMDB0000122	http://share.sph.umich.edu/metsim_metabqtl/C572_primary_mac5.epacts.gz
C62	12,13-DiHOME	Lipid	HMDB0004705	http://share.sph.umich.edu/metsim_metabqtl/C62_primary_mac5.epacts.gz
C71	5-hydroxyindoleacetate	Amino_Acid	HMDB0000763	http://share.sph.umich.edu/metsim_metabqtl/C71_primary_mac5.epacts.gz
C796	alpha-ketobutyrate	Amino_Acid	HMDB0000005	http://share.sph.umich.edu/metsim_metabqtl/C796_primary_mac5.epacts.gz
C798	adenosine	Nucleotide	HMDB0000050	http://share.sph.umich.edu/metsim_metabqtl/C798_primary_mac5.epacts.gz
C799	betaine	Amino_Acid	HMDB0000043	http://share.sph.umich.edu/metsim_metabqtl/C799_primary_mac5.epacts.gz
C800	cysteine	Amino_Acid	HMDB0000574	http://share.sph.umich.edu/metsim_metabqtl/C800_primary_mac5.epacts.gz
C803	mannose	Carbohydrate	HMDB0000169	http://share.sph.umich.edu/metsim_metabqtl/C803_primary_mac5.epacts.gz
C806	dimethylglycine	Amino_Acid	HMDB0000092	http://share.sph.umich.edu/metsim_metabqtl/C806_primary_mac5.epacts.gz
C811	alanine	Amino_Acid	HMDB0000161,HMDB0001310	http://share.sph.umich.edu/metsim_metabqtl/C811_primary_mac5.epacts.gz
C815	tyrosine	Amino_Acid	HMDB0000158	http://share.sph.umich.edu/metsim_metabqtl/C815_primary_mac5.epacts.gz
C821	pseudouridine	Nucleotide	HMDB0000767	http://share.sph.umich.edu/metsim_metabqtl/C821_primary_mac5.epacts.gz
C823	pyruvate	Carbohydrate	HMDB0000243	http://share.sph.umich.edu/metsim_metabqtl/C823_primary_mac5.epacts.gz
C825	uracil	Nucleotide	HMDB0000300	http://share.sph.umich.edu/metsim_metabqtl/C825_primary_mac5.epacts.gz
C826	xylose	Carbohydrate	HMDB0000098	http://share.sph.umich.edu/metsim_metabqtl/C826_primary_mac5.epacts.gz
C827	cytidine	Nucleotide	HMDB0000089	http://share.sph.umich.edu/metsim_metabqtl/C827_primary_mac5.epacts.gz
C828	arabinose	Carbohydrate	HMDB0000646	http://share.sph.umich.edu/metsim_metabqtl/C828_primary_mac5.epacts.gz
C848	cotinine	Xenobiotics	HMDB0001046	http://share.sph.umich.edu/metsim_metabqtl/C848_primary_mac5.epacts.gz
C849	caffeine	Xenobiotics	HMDB0001847	http://share.sph.umich.edu/metsim_metabqtl/C849_primary_mac5.epacts.gz
C878	fructose	Carbohydrate	HMDB0000660	http://share.sph.umich.edu/metsim_metabqtl/C878_primary_mac5.epacts.gz
C880	adenine	Nucleotide	HMDB0000034	http://share.sph.umich.edu/metsim_metabqtl/C880_primary_mac5.epacts.gz
C882	thymine	Nucleotide	HMDB0000262	http://share.sph.umich.edu/metsim_metabqtl/C882_primary_mac5.epacts.gz
C888	caprate (10:0)	Lipid	HMDB0000511	http://share.sph.umich.edu/metsim_metabqtl/C888_primary_mac5.epacts.gz
C891	margarate (17:0)	Lipid	HMDB0002259	http://share.sph.umich.edu/metsim_metabqtl/C891_primary_mac5.epacts.gz
C892	nonadecanoate (19:0)	Lipid	HMDB0000772	http://share.sph.umich.edu/metsim_metabqtl/C892_primary_mac5.epacts.gz
C893	arachidate (20:0)	Lipid	HMDB0002212	http://share.sph.umich.edu/metsim_metabqtl/C893_primary_mac5.epacts.gz
C913	maltose	Carbohydrate	HMDB0000163	http://share.sph.umich.edu/metsim_metabqtl/C913_primary_mac5.epacts.gz
C917	asparagine	Amino_Acid	HMDB0000168	http://share.sph.umich.edu/metsim_metabqtl/C917_primary_mac5.epacts.gz
C922	N-stearoyl-sphinganine (d18:0/18:0)*	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C922_primary_mac5.epacts.gz
C923	dihydroorotate	Nucleotide	HMDB0003349	http://share.sph.umich.edu/metsim_metabqtl/C923_primary_mac5.epacts.gz
C926	caproate (6:0)	Lipid	HMDB0000535	http://share.sph.umich.edu/metsim_metabqtl/C926_primary_mac5.epacts.gz
C93	alpha-ketoglutarate	Energy	HMDB0000208	http://share.sph.umich.edu/metsim_metabqtl/C93_primary_mac5.epacts.gz
C932	caprylate (8:0)	Lipid	HMDB0000482	http://share.sph.umich.edu/metsim_metabqtl/C932_primary_mac5.epacts.gz
C98	kynurenate	Amino_Acid	HMDB0000715	http://share.sph.umich.edu/metsim_metabqtl/C98_primary_mac5.epacts.gz
C980	pentadecanoate (15:0)	Lipid	HMDB0000826	http://share.sph.umich.edu/metsim_metabqtl/C980_primary_mac5.epacts.gz
C999907765	X - 07765	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999907765_primary_mac5.epacts.gz
C999910458	X - 10458	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999910458_primary_mac5.epacts.gz
C999911261	X - 11261	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911261_primary_mac5.epacts.gz
C999911299	X - 11299	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999911299_primary_mac5.epacts.gz
C999911308	X - 11308	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911308_primary_mac5.epacts.gz
C999911315	X - 11315	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911315_primary_mac5.epacts.gz
C999911372	X - 11372	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911372_primary_mac5.epacts.gz
C999911378	X - 11378	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911378_primary_mac5.epacts.gz
C999911381	X - 11381	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911381_primary_mac5.epacts.gz
C999911441	X - 11441	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911441_primary_mac5.epacts.gz
C999911442	X - 11442	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911442_primary_mac5.epacts.gz
C999911444	X - 11444	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911444_primary_mac5.epacts.gz
C999911470	X - 11470	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911470_primary_mac5.epacts.gz
C999911478	X - 11478	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911478_primary_mac5.epacts.gz
C999911483	X - 11483	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999911483_primary_mac5.epacts.gz
C999911522	X - 11522	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911522_primary_mac5.epacts.gz
C999911530	X - 11530	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911530_primary_mac5.epacts.gz
C999911632	X - 11632	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911632_primary_mac5.epacts.gz
C999911787	X - 11787	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911787_primary_mac5.epacts.gz
C999911795	X - 11795	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911795_primary_mac5.epacts.gz
C999911843	X - 11843	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999911843_primary_mac5.epacts.gz
C999911847	X - 11847	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999911847_primary_mac5.epacts.gz
C999911849	X - 11849	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999911849_primary_mac5.epacts.gz
C999911850	X - 11850	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999911850_primary_mac5.epacts.gz
C999911852	X - 11852	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911852_primary_mac5.epacts.gz
C999911858	X - 11858	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999911858_primary_mac5.epacts.gz
C999911880	X - 11880	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999911880_primary_mac5.epacts.gz
C999912007	X - 12007	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912007_primary_mac5.epacts.gz
C999912013	X - 12013	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912013_primary_mac5.epacts.gz
C999912015	X - 12015	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912015_primary_mac5.epacts.gz
C999912026	X - 12026	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912026_primary_mac5.epacts.gz
C999912100	X - 12100	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912100_primary_mac5.epacts.gz
C999912101	X - 12101	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912101_primary_mac5.epacts.gz
C999912104	X - 12104	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912104_primary_mac5.epacts.gz
C999912111	X - 12111	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912111_primary_mac5.epacts.gz
C999912112	X - 12112	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912112_primary_mac5.epacts.gz
C999912117	X - 12117	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912117_primary_mac5.epacts.gz
C999912125	X - 12125	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912125_primary_mac5.epacts.gz
C999912126	X - 12126	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912126_primary_mac5.epacts.gz
C999912127	X - 12127	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912127_primary_mac5.epacts.gz
C999912193	X - 12193	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912193_primary_mac5.epacts.gz
C999912216	X - 12216	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912216_primary_mac5.epacts.gz
C999912221	X - 12221	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912221_primary_mac5.epacts.gz
C999912261	X - 12261	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912261_primary_mac5.epacts.gz
C999912262	X - 12262	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912262_primary_mac5.epacts.gz
C999912283	X - 12283	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912283_primary_mac5.epacts.gz
C999912306	X - 12306	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912306_primary_mac5.epacts.gz
C999912407	X - 12407	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912407_primary_mac5.epacts.gz
C999912410	X - 12410	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912410_primary_mac5.epacts.gz
C999912411	X - 12411	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912411_primary_mac5.epacts.gz
C999912456	X - 12456	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912456_primary_mac5.epacts.gz
C999912462	X - 12462	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912462_primary_mac5.epacts.gz
C999912524	X - 12524	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912524_primary_mac5.epacts.gz
C999912543	X - 12543	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912543_primary_mac5.epacts.gz
C999912544	X - 12544	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912544_primary_mac5.epacts.gz
C999912680	X - 12680	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912680_primary_mac5.epacts.gz
C999912689	X - 12689	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912689_primary_mac5.epacts.gz
C999912707	X - 12707	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912707_primary_mac5.epacts.gz
C999912713	X - 12713	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912713_primary_mac5.epacts.gz
C999912714	X - 12714	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912714_primary_mac5.epacts.gz
C999912718	X - 12718	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912718_primary_mac5.epacts.gz
C999912726	X - 12726	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912726_primary_mac5.epacts.gz
C999912729	X - 12729	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912729_primary_mac5.epacts.gz
C999912730	X - 12730	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912730_primary_mac5.epacts.gz
C999912731	X - 12731	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912731_primary_mac5.epacts.gz
C999912738	X - 12738	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912738_primary_mac5.epacts.gz
C999912740	X - 12740	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912740_primary_mac5.epacts.gz
C999912753	X - 12753	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912753_primary_mac5.epacts.gz
C999912798	X - 12798	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912798_primary_mac5.epacts.gz
C999912812	X - 12812	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912812_primary_mac5.epacts.gz
C999912816	X - 12816	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912816_primary_mac5.epacts.gz
C999912818	X - 12818	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912818_primary_mac5.epacts.gz
C999912822	X - 12822	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912822_primary_mac5.epacts.gz
C999912830	X - 12830	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912830_primary_mac5.epacts.gz
C999912839	X - 12839	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912839_primary_mac5.epacts.gz
C999912844	X - 12844	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912844_primary_mac5.epacts.gz
C999912847	X - 12847	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912847_primary_mac5.epacts.gz
C999912849	X - 12849	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912849_primary_mac5.epacts.gz
C999912851	X - 12851	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999912851_primary_mac5.epacts.gz
C999912906	X - 12906	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999912906_primary_mac5.epacts.gz
C999913007	X - 13007	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999913007_primary_mac5.epacts.gz
C999913431	X - 13431	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913431_primary_mac5.epacts.gz
C999913507	X - 13507	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999913507_primary_mac5.epacts.gz
C999913553	X - 13553	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913553_primary_mac5.epacts.gz
C999913658	X - 13658	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999913658_primary_mac5.epacts.gz
C999913684	X - 13684	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913684_primary_mac5.epacts.gz
C999913695	X - 13695	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913695_primary_mac5.epacts.gz
C999913723	X - 13723	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999913723_primary_mac5.epacts.gz
C999913726	X - 13726	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999913726_primary_mac5.epacts.gz
C999913728	X - 13728	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999913728_primary_mac5.epacts.gz
C999913729	X - 13729	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913729_primary_mac5.epacts.gz
C999913835	X - 13835	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913835_primary_mac5.epacts.gz
C999913844	X - 13844	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913844_primary_mac5.epacts.gz
C999913866	X - 13866	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999913866_primary_mac5.epacts.gz
C999914056	X - 14056	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999914056_primary_mac5.epacts.gz
C999914082	X - 14082	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999914082_primary_mac5.epacts.gz
C999914939	X - 14939	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999914939_primary_mac5.epacts.gz
C999915245	X - 15245	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915245_primary_mac5.epacts.gz
C999915461	X - 15461	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915461_primary_mac5.epacts.gz
C999915469	X - 15469	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915469_primary_mac5.epacts.gz
C999915486	X - 15486	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915486_primary_mac5.epacts.gz
C999915492	X - 15492	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915492_primary_mac5.epacts.gz
C999915503	X - 15503	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915503_primary_mac5.epacts.gz
C999915666	X - 15666	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915666_primary_mac5.epacts.gz
C999915674	X - 15674	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915674_primary_mac5.epacts.gz
C999915728	X - 15728	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999915728_primary_mac5.epacts.gz
C999916087	X - 16087	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916087_primary_mac5.epacts.gz
C999916124	X - 16124	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999916124_primary_mac5.epacts.gz
C999916397	X - 16397	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916397_primary_mac5.epacts.gz
C999916570	X - 16570	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916570_primary_mac5.epacts.gz
C999916576	X - 16576	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916576_primary_mac5.epacts.gz
C999916580	X - 16580	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999916580_primary_mac5.epacts.gz
C999916649	X - 16649	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999916649_primary_mac5.epacts.gz
C999916935	X - 16935	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916935_primary_mac5.epacts.gz
C999916938	X - 16938	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916938_primary_mac5.epacts.gz
C999916944	X - 16944	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999916944_primary_mac5.epacts.gz
C999916946	X - 16946	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916946_primary_mac5.epacts.gz
C999916964	X - 16964	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999916964_primary_mac5.epacts.gz
C999917010	X - 17010	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999917010_primary_mac5.epacts.gz
C999917137	X - 17137	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999917137_primary_mac5.epacts.gz
C999917162	X - 17162	Uncharacterized		http://share.sph.umich.edu/metsim_metabqtl/C999917162_primary_mac5.epacts.gz
C999917185	X - 17185	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999917185_primary_mac5.epacts.gz
C999917325	X - 17325	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999917325_primary_mac5.epacts.gz
C999917335	X - 17335	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999917335_primary_mac5.epacts.gz
C999917340	X - 17340	Uncharacterized	unknown	http://share.sph.umich.edu/metsim_metabqtl/C999917340_primary_mac5.epacts.gz
