phenocode	name	category	num_cases	num_controls	gc_lambda	num_gw_significant
O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	3903	114735	1.0484	0
O15_PUERP_COMPL_NAS	"Complications of the puerperium, not elsewhere classified"	XV Pregnancy, childbirth and the puerperium (O15_)	530	119155	1.0103	1
O15_PUERP_INFECT_OTHER	Other puerperal infections	XV Pregnancy, childbirth and the puerperium (O15_)	951	119155	1.0398	0
O15_PUERP_SEPSIS	Puerperal sepsis	XV Pregnancy, childbirth and the puerperium (O15_)	2286	119155	1.0354	0
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	"Retained placenta and membranes, without haemorrhage"	XV Pregnancy, childbirth and the puerperium (O15_)	2029	98626	1.0326	0
O15_VENOUS_COMPLIC	Venous complications and haemorrhoids in the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	155	119155	0.81171	0
OFFICIAL_TILASTOKESKUS	"Alcohol related diseases, tilastokeskus definition"	Alcohol related diseases	12484	206308	1.0986	1
OPER_ARTIF_JOINT_MENISC_RESECT	"Articial joint operation, menisceal resection"	Operation endpoints	19723	199069	1.1284	11
OPER_ARTIF_JOINT_REOP	Artificial joint re-operation	Operation endpoints	807	217985	1.0484	1
OPER_COLECTOMY	Colectomy operation	Gastrointestinal endpoints	2068	216724	1.0193	0
OPER_TOTAL_COLECTOMY	Total colectomy operation	Gastrointestinal endpoints	556	218236	1.0297	0
OSTEON_DRUGS	Osteonecrosis due to drugs	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	101	218691	0.72448	0
OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	Rheuma endpoints	785	172834	1.0321	0
OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	Rheuma endpoints	156	218007	0.81291	0
OSTPOPATFRCTURE_POSTEMENO	Postmenopausal osteoporosis with pathological fracture	Rheuma endpoints	621	122861	1.0269	0
OTHER_DRUGADVERS_SECONDA_PARKINSONI	Other drug-induced secondary parkinsonism	VI Diseases of the nervous system (G6_)	148	218644	0.80008	0
OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)	Rheuma endpoints	4146	172834	1.0378	4
P16_DIGES_SYSTEM_DISORD_FETUS_NEWBO	Digestive system disorders of fetus and newborn	XVI Certain conditions originating in the perinatal period (P16_)	143	218649	0.81211	0
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	"Disorders related to short gestation and low birth weight, not elsewhere classified"	XVI Certain conditions originating in the perinatal period (P16_)	258	218490	0.94514	0
P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	Disorders related to length of gestation and fetal growth	XVI Certain conditions originating in the perinatal period (P16_)	302	218490	0.96182	0
P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV	"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	XVI Certain conditions originating in the perinatal period (P16_)	113	218679	0.7578	0
P16_HAEMORRHAGIC_HAEMATOL_DISORD_FETUS_NEWBO	Haemorrhagic and haematological disorders of fetus and newborn	XVI Certain conditions originating in the perinatal period (P16_)	184	218608	0.87029	0
P16_INFECTIONS_SPECIFIC_PERINA_PERIOD	Infections specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	109	218683	0.75741	0
P16_MECONIUMI_CAUSED_CYSTIC_FIBROSIS	Meconiumileus caused by cystic fibrosis	XVI Certain conditions originating in the perinatal period (P16_)	143	218649	0.81211	0
P16_NEONTAL_JAUND_OTH_UNSP_CAUSES	Neonatal jaundice from other and unspecified causes	XVI Certain conditions originating in the perinatal period (P16_)	133	218608	0.8109	0
P16_OTH_DISORD_ORIGINA_PERINA_PERIOD	Other disorders originating in the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	122	218670	0.77718	1
P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD	Respiratory and cardiovascular disorders specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)	265	218527	0.94559	0
P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	XVI Certain conditions originating in the perinatal period (P16_)	171	218527	0.86229	0
P16_TRANSITO_DISORD_CARBOH_METABOLISM_SPECIFIC_FETUS_NEWBO	Transitory disorders of carbohydrate metabolism specific to fetus and newborn	XVI Certain conditions originating in the perinatal period (P16_)	133	218655	0.80328	0
P16_TRANSITO_ENDOCR_METABOLIC_DISORD_SPECIFIC_FETUS_NEWBO	Transitory endocrine and metabolic disorders specific to fetus and newborn	XVI Certain conditions originating in the perinatal period (P16_)	137	218655	0.80488	0
PAIN	"Pain (limb, back, neck, head abdominally)"	Miscellaneous, not yet classified endpoints	87242	131127	1.1951	9
PD2ND	Secondary parkinsonism	Neurological endpoints	417	216346	1.0005	1
PD2ND_EXMORE	Secondary parkinsonism (more controls excluded)	Neurological endpoints	417	111621	0.92337	0
PDSTRICT	"Parkinson's disease, strict definition"	Neurological endpoints	1843	216630	1.0364	0
PDSTRICT_EXMORE	"Parkinson's disease, strict definition" (more controls excluded)	Neurological endpoints	1843	111621	1.0335	2
PD_DEMENTIA	Dementia due to Parkinsons disease	Neurological endpoints	267	216628	0.9331	0
PD_DEMENTIA_EXMORE	Dementia due to Parkinsons disease (more controls excluded)	Neurological endpoints	267	111621	0.93576	0
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE	"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced"	IX Diseases of the circulatory system (I9_)	144	218648	0.77094	1
PNEUMOBACTKNOWN	Bacterial pneumonia (organism specified)	Asthma and related endpoints	8269	206999	1.0426	1
PNEUMO_SEPTHICHE	Pneumococcal septichemia	Asthma and related endpoints	447	218322	1.0056	0
POLLENALLERG	Pollen allergy	Comorbidities of Asthma	2972	214464	1.0398	3
POLYCYTVERA	Polycythaemia vera	Other, not yet classified endpoints (same as #MISC)	394	217902	1.0056	6
PRIM_COXARTHROSIS	"Primary coxarthrosis, bilateral"	Rheuma endpoints	4163	208083	1.0547	1
PRIM_KNEEARTHROSIS	"Primary gonarthrosis, bilateral"	Rheuma endpoints	8410	195996	1.0971	15
PSORI_STRICT	"Psoriasis (vulgaris), strict definition"	XII Diseases of the skin and subcutaneous tissue (L12_)	334	212242	0.96682	1
PSOR_ARTHR_OTH	Other psoriatic arthropathies	Rheuma endpoints	1433	217013	1.0475	4
PSOR_ENTE_ARTHR	Psoriatic and enteropathic arthropathies	Rheuma endpoints	1779	172834	1.0479	4
PULM_INFECTIONS	COPD/asthma/ILD related infections	Interstitial lung disease endpoints	58925	159867	1.0896	2
PULM_PNEUMONIA_SEPSIS	COPD/asthma/ILD related pneumonia or pneumonia derived septichaemia	Interstitial lung disease endpoints	27715	159867	1.0557	2
Q17_ANKYLOGLOSSIA	Ankyloglossia	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	194	218598	0.86734	0
Q17_CHEFT_HARD_PALATE_NOS	Cheft hard palate NOS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	148	218644	0.76784	9
Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	"Chromosomal abnormalities, not elsewhere classified"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	213	218579	0.88645	0
Q17_CLEFT_AND_CARIES	Clefts and caries	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	4144	214648	1.0231	0
Q17_CLEFT_HARD_PALATE_W_CLEFT_LIP_UNILA	"Cleft hard palate with cleft lip, unilateral"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	110	218682	0.7361	1
Q17_CLEFT_LIP_CLEFT_PALATE	Cleft lip and cleft palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	181	218611	0.85935	7
Q17_CLEFT_PALATE	Cleft palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	115	218611	0.71076	9
Q17_CL_AND_CLP	CL and CLP	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	87	218705	0.68242	0
Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	345	217473	0.97962	0
Q17_CONGEN_DEFORMITI_HIP	Congenital deformities of hip	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	211	217473	0.8916	2
Q17_CONGEN_MALFO_ANTER_SEGMENT_EYE	Congenital malformations of anterior segment of eye	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	113	217785	0.74443	0
Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES	Congenital malformations of aortic and mitral valves	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	477	216730	1.0178	1
Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	196	217483	0.8686	0
Q17_CONGEN_MALFO_CARDIAC_CHAMB_CONNECTIO	Congenital malformations of cardiac chambers and connections	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	97	216730	0.71224	0
Q17_CONGEN_MALFO_CARDIAC_SEPTA	Congenital malformations of cardiac septa	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	891	216730	1.0297	0
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	2062	216730	1.0202	2
Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM	Congenital malformations and deformations of the musculoskeletal system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1319	217473	1.0283	0
Q17_CONGEN_MALFO_EYELID_LACRIMAL_APPARA_ORBIT	"Congenital malformations of eyelid, lacrimal apparatus and orbit"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	116	217785	0.74481	3
Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK	"Congenital malformations of eye, ear, face and neck"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1007	217785	1.0393	0
Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER	"Congenital malformations of gallbladder, bile ducts and liver"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	108	218235	0.72299	15
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1422	217370	1.0331	0
Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	307	216730	0.95955	1
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	"Congenital malformations of the musculoskeletal system, not elsewhere classified"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	173	217473	0.84519	1
Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	258	218534	0.92734	0
Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM	"Congenital malformations of ovaries, fallopian tubes and broad ligaments"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	799	217370	1.0331	1
Q17_CONGEN_MALFO_PULMONARY_TRICU_VALVES	Congenital malformations of pulmonary and tricuspid valves	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	106	216730	0.73497	0
Q17_CONGEN_MALFO_RESPI_SYSTEM	Congenital malformations of the respiratory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	205	218587	0.88603	0
Q17_CONGEN_MALFO_SPINE_BONY_THORAX	Congenital malformations of spine and bony thorax	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	89	217473	0.66817	0
Q17_CONGEN_MALFO_TRACHEA_BRONCHUS	Congenital malformations of trachea and bronchus	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	105	218587	0.65169	1
Q17_CONGEN_MALFO_URINARY_SYSTEM	Congenital malformations of the urinary system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	813	217979	1.0518	0
Q17_CONGEN_MALFO_UTERUS_CERVIX	Congenital malformations of uterus and cervix	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	251	217370	0.91722	0
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	"Congenital musculoskeletal deformities of head, face, spine and chest"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	183	217473	0.85684	0
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of ureter	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	256	217979	0.93665	0
Q17_CRANIOSYNOSTOSIS	Craniosynostosis	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	405	218387	1.0014	1
Q17_CYSTIC_KIDNEY_DISEA	Cystic kidney disease	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	469	217979	0.88218	3
Q17_EHLER_SYNDR	Ehlers-Danlos syndrome	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	111	218681	0.73912	1
Q17_OTHER_CONGEN_MALFO	Other congenital malformations	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	1309	217483	1.0331	0
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	308	216730	0.96272	0
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	557	218235	1.0245	7
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	185	217785	0.85559	0
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	419	217785	1.0103	0
Q17_OTHER_CONGEN_MALFO_FEMALE_GENITALIA	Other congenital malformations of female genitalia	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	127	217370	0.77055	0
Q17_OTHER_CONGEN_MALFO_HEART	Other congenital malformations of heart	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	90	216730	0.68565	0
Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	107	218235	0.73234	1
Q17_OTHER_CONGEN_MALFO_LIMBS	Other congenital malformations of limb(s)	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	92	217473	0.68889	0
Q17_OTHER_CONGEN_MALFO_MALE_GENITAL_ORGANS	Other congenital malformations of male genital organs	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	84	217370	0.68278	0
Q17_OTHER_CONGEN_MALFO_NERVOUS_SYSTEM	Other congenital malformations of nervous system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	111	218534	0.74443	0
Q17_OTHER_CONGEN_MALFO_NOT_ELSEW_CLASSIFIED	"Other congenital malformations, not elsewhere classified"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	92	217483	0.69142	0
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	160	216730	0.83201	0
Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	607	217483	1.0436	2
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	"Other congenital malformations of tongue, mouth and pharynx"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	179	218235	0.85559	0
Q17_OTHER_OSTEOCHONDROD	Other osteochondrodysplasias	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	100	217473	0.74291	2
Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS	Other specified congenital malformation syndromes affecting multiple systems	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	229	217483	0.87283	2
Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	"Phakomatoses, not elsewhere classified"	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	154	217483	0.76551	0
Q17_UNDES_TESTICLE	Undescended testicle	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	142	217370	0.81574	0
R18_ABDOMI_PELVIC_PAIN	Abdominal and pelvic pain	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	49416	161968	1.1268	1
R18_ABNORMALITI_BREAT	Abnormalities of breathing	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	25139	163123	1.0901	0
R18_ABNORMALITI_GAIT_MOBIL	Abnormalities of gait and mobility	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	1348	209369	1.0245	1
R18_ABNORMALITI_HEART_BEAT	Abnormalities of heart beat	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	5693	163123	1.0364	0
R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS	"Abnormal blood-pressure reading, without diagnosis"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	448	163123	1.016	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	159	209168	0.82874	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM	Abnormal findings on diagnostic imaging of central nervous system	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	405	209168	0.99907	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	9624	209168	1.0254	0
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG	Abnormal findings on diagnostic imaging of lung	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	6999	209168	1.0278	2
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	Abnormal findings on diagnostic imaging of other body structures	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	1310	209168	1.0273	1
R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS	"Abnormal findings on examination of blood, without diagnosis"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	6788	212004	1.0193	1
R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS	"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	9786	209006	1.0245	1
R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS	"Abnormal findings on examination of urine, without diagnosis"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	593	218199	1.0369	0
R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE	Abnormal findings in nipple discharge synovial fluid wound secretions	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	158	209006	0.80849	0
R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA	Abnormal findings in secretions and smears from cervix uteri vagina vulva	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	8616	209006	1.0231	6
R18_ABNORMAL_INVOLU_MOVEM	Abnormal involuntary movements	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	1817	209369	1.0364	0
R18_ABNORMAL_RESULTS_FUNCTION_STUDI	Abnormal results of function studies	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	992	209168	1.0402	1
R18_ABNORMAL_SERUM_ENZYME_LEVELS	Abnormal serum enzyme levels	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	4022	212004	1.024	6
R18_ABNORMAL_SPERMATOZ	Abnormal spermatozoa	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	915	209006	1.0533	2
R18_ABNORMAL_WEIGHT_LOSS	Abnormal weight loss	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	977	217815	1.0364	0
R18_ANOREXIA	Anorexia	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	243	218549	0.91459	0
R18_ANURIA_OLIGU	Anuria and oliguria	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	91	202910	0.70087	0
R18_ASCITES	Ascites	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	792	161968	1.0345	1
R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS	Cardiac murmurs and other cardiac sounds	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	1382	163123	1.0311	1
R18_CONVU_NOT_ELSEW_CLASSIFIED	"Convulsions, not elsewhere classified"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	4660	172999	1.0221	0
R18_COUGH	Cough	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	7773	163123	1.0393	1
R18_CRAMP_SPASM	Cramp and spasm	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	587	217544	1.0412	0
R18_DISTU_SKIN_SENSA	Disturbances of skin sensation	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	3916	207548	1.0311	0
R18_DISTU_SMELL_TASTE	Disturbances of smell and taste	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	545	196383	1.0331	0
R18_DIZZI_GIDDI	Dizziness and giddiness	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	14888	196383	1.0494	0
R18_DYSPHAGIA	Dysphagia	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	3497	161968	1.0321	1
R18_DYSPNOEA	Dyspnoea	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	16574	201640	1.064	1
R18_ELEVATED_BLOOD_GLUCOSE_LEVEL	Elevated blood glucose level	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	907	212004	1.0441	1
R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO	Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	1093	212004	1.0398	0
R18_ENLARGED_LYMPH_NODES	Enlarged lymph nodes	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	2393	172999	1.0292	0
R18_FAECAL_INCONTINENCE	Faecal incontinence	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	1197	161968	1.0335	1
R18_FASCICULATION	Fasciculation	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	130	218001	0.7725	0
R18_FEVER_OTHER_UNKNO_ORIGIN	Fever of other and unknown origin	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	9745	172999	1.0288	0
R18_FLATU_RELATED_CONDI	Flatulence and related conditions	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	112	161968	0.73761	0
R18_GANGRENE_NOT_ELSEW_CLASSIFIED	"Gangrene, not elsewhere classified"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	82	163123	0.65832	0
R18_GENERAL_SYMPTOMS_SIGNS	General symptoms and signs	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	45793	172999	1.0881	1
R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED	"Haemorrhage, not elsewhere classified"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	406	172999	1.0047	0
R18_HAEMORRHAGE_RESPI_PASSA	Haemorrhage from respiratory passages	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	5717	163123	1.0278	0
R18_HEADACHE1	Headache	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	13345	172999	1.0787	0
R18_HEARTBURN	Heartburn	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	1094	161968	1.0422	0
R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED	"Hepatomegaly and splenomegaly, not elsewhere classified"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	137	161968	0.79889	0
R18_HYPERHIDROSIS	Hyperhidrosis	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	406	172999	1.0037	0
R18_ILL_D_UNKNO_CAUSES_MORTA	Ill-defined and unknown causes of mortality	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	443	218349	1.0037	1
R18_ISOLATED_PROTEINU	Isolated proteinuria	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	392	218199	0.99488	1
R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT	Lack of expected normal physiological development	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	396	172999	0.98654	0
R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE	"Localized swelling, mass and lump of skin and subcutaneous tissue"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	4860	207548	1.0273	0
R18_MALAI_FATIG	Malaise and fatigue	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	7363	172999	1.0288	0
R18_MOUTH_BREAT	Mouth breathing	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	7282	210871	1.045	0
R18_NAUSEA_VOMITI	Nausea and vomiting	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	4109	161968	1.0278	0
R18_OEDEMA_NOT_ELSEW_CLASSIFIED	"Oedema, not elsewhere classified"	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	4278	172999	1.0364	1
R18_OTHER_ABNORMALITI_PLASMA_PROTEINS	Other abnormalities of plasma proteins	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	146	212004	0.8109	0
R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS	Other abnormal findings of blood chemistry	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	371	212004	0.96909	0
R18_OTHER_ABNORMAL_FINDI_URINE	Other abnormal findings in urine	XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R18_)	182	218199	0.86019	0
