phenocode	name	category	num_cases	num_controls	num_gw_significant
MACULAR_CYST	Macular cyst	Diseases of the eye and adnexa (H7_)	403	314042	1
MACULAR_HOLE	Macular hole	Diseases of the eye and adnexa (H7_)	1092	314042	2
MACULAR_PUCKER	Macular pucker	Diseases of the eye and adnexa (H7_)	2995	314042	6
MACULA_NAS	Degenerative macular diseases	Diseases of the eye and adnexa (H7_)	3040	314042	1
MATERNCAREFETUSALCO	Maternal care for (suspected) damage to fetus from alcohol	Alcohol related diseases	84	342415	0
MEMLOSS	Memory loss	Neurological endpoints	2273	326772	3
MENINGITIS	Meningitis	Comorbidities of Neurological endpoints	1257	339503	0
MIGRAINE_TRIPTAN	Migraine, single triptan purchase ok & required. ICD-code if available is included	Neurological endpoints	34385	308114	26
MIGRAINE_UNSPE	Migraine, unspecified, drug-induced	Diseases of the nervous system (G6_)	174	342325	0
MUCOPROCT	Mucosal proctocolitis	Gastrointestinal endpoints	3560	327263	25
MYCOBLUNGATYPICA	Atypical mycobacterium lung infection	Interstitial lung disease endpoints	265	331674	0
MYELOPROF_NONCML	Myeloproliferative diseases (CML excluded)	Other, not yet classified endpoints (same as #MISC)	1660	340638	26
N14_ABNORMALBLEED	Other abnormal uterine and caginal bleeding	Diseases of the genitourinary system (N14_)	9261	100663	2
N14_ACUTENEPHRITIC	Acute nephritic syndrome	Diseases of the genitourinary system (N14_)	520	337446	0
N14_ACUTERENFAIL	Acute renal failure	Diseases of the genitourinary system (N14_)	5057	330300	1
N14_AMENORRHEAPRIM	Amenorrhoea	Diseases of the genitourinary system (N14_)	1959	100663	0
N14_BARTHOABSCESS	Abscess of Bartholin gland	Diseases of the genitourinary system (N14_)	614	171306	1
N14_BARTHOCYS	Cyst of Bartholin Gland	Diseases of the genitourinary system (N14_)	945	171306	2
N14_BARTHOOTHNAS	Other and unspecified disease of Bartholin gland	Diseases of the genitourinary system (N14_)	720	171306	1
N14_BENIGNMAMDYSP	Benign mammary dysplasia	Diseases of the genitourinary system (N14_)	3906	176011	1
N14_BREAST	Disorders of breast	Diseases of the genitourinary system (N14_)	14868	176011	11
N14_BREASTDISOTH	Other disorders of breast	Diseases of the genitourinary system (N14_)	2875	176011	2
N14_CALCUKIDUR	Calculus of kidney and ureter	Diseases of the genitourinary system (N14_)	8597	333128	21
N14_CALCULOWER	Calculus of lower urinary tract	Diseases of the genitourinary system (N14_)	1224	333128	3
N14_CERVICAL_DYSPLASIA_ALL	All dysplastic lesions of the cervix uteri	Diseases of the genitourinary system (N14_)	6957	183922	4
N14_CERVICAL_DYSPLASIA_NOS	Dysplastic lesion of unknown severity of the cervix uteri	Diseases of the genitourinary system (N14_)	206	190673	0
N14_CERVICAL_HSIL	HSIL lesion of the cervix uteri	Diseases of the genitourinary system (N14_)	4725	186154	5
N14_CERVICAL_LSIL	LSIL lesion of the cervix uteri	Diseases of the genitourinary system (N14_)	2747	188132	2
N14_CHRONEPHROPATH	Chronic nephritic syndrome	Diseases of the genitourinary system (N14_)	1001	337446	1
N14_CHRONKIDNEYDIS	Chronic kidney disease	Diseases of the genitourinary system (N14_)	7916	330300	4
N14_CHRONTUBULOINTNEPHRITIS	Chronic tubulo-interstitial nephritis	Diseases of the genitourinary system (N14_)	1016	309095	0
N14_CYSTITIS	Cystitis	Diseases of the genitourinary system (N14_)	15524	299449	0
N14_CYSTKID	Cyst of kidney	Diseases of the genitourinary system (N14_)	1434	339442	0
N14_DIALYSIS	Dialysis	Diseases of the genitourinary system (N14_)	954	330300	7
N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	Diseases of the genitourinary system (N14_)	767	339442	2
N14_ENDOMETRIOSIS	Endometriosis	Diseases of the genitourinary system (N14_)	13456	100663	27
N14_ENDOMETRIOSIS_ASRM_STAGE1_2	Endometriosis ASRM stages 1,2	Diseases of the genitourinary system (N14_)	5122	185757	10
N14_ENDOMETRIOSIS_ASRM_STAGE3_4	Endometriosis ASRM stages 3,4	Diseases of the genitourinary system (N14_)	6751	184128	22
N14_ENDOMETRIOSIS_DEEP	Deep endometriosis	Diseases of the genitourinary system (N14_)	2534	184128	7
N14_ENDOMETRIOSIS_FALLOPIAN_TUBE	Endometriosis of fallopian tube	Diseases of the genitourinary system (N14_)	191	100663	0
N14_ENDOMETRIOSIS_INTESTINE	Endometriosis of intestine	Diseases of the genitourinary system (N14_)	369	100663	0
N14_ENDOMETRIOSIS_NOS	Unspecified/other endometriosis	Diseases of the genitourinary system (N14_)	2547	100663	3
N14_ENDOMETRIOSIS_OVARY	Endometriosis of ovary	Diseases of the genitourinary system (N14_)	5230	100663	22
N14_ENDOMETRIOSIS_PELVICPERITONEUM	Endometriosis of pelvic peritoneum	Diseases of the genitourinary system (N14_)	4998	100663	13
N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	Diseases of the genitourinary system (N14_)	2196	100663	7
N14_ENDOMETRIOSIS_UTERUS	Adenomyosis (Endometriosis of uterus)	Diseases of the genitourinary system (N14_)	3837	100663	3
N14_ENDOMET_INFERT	Endometriosis diagnosis and infertility diagnosis occurring together	Diseases of the genitourinary system (N14_)	2811	182208	5
N14_EROSECTROPUT	Erosion and ectropion of cervix uteri	Diseases of the genitourinary system (N14_)	735	100663	1
N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	Diseases of the genitourinary system (N14_)	19573	171306	1
N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	Diseases of the genitourinary system (N14_)	90216	100663	13
N14_FEMALEINFERT	Female infertility	Diseases of the genitourinary system (N14_)	11442	100663	1
N14_FEMALE_GENITAL_DYSPLASIA_ALL	All dysplastic lesions of the cervix uteri, vagina or vulva	Diseases of the genitourinary system (N14_)	8027	182852	4
N14_FEMALE_GENITAL_DYSPLASIA_NOS	Dysplastic lesion of unknown severity in the cervix uteri, vagina or vulva	Diseases of the genitourinary system (N14_)	262	190617	0
N14_FEMALE_GENITAL_HSIL	HSIL lesion of the cervix uteri, vagina or vulva	Diseases of the genitourinary system (N14_)	5197	185682	3
N14_FEMALE_GENITAL_LSIL	LSIL lesion of the cervix uteri, vagina or vulva	Diseases of the genitourinary system (N14_)	3542	187337	3
N14_FEMGENFISTUL	Fistulae involving female genital tract	Diseases of the genitourinary system (N14_)	374	100663	1
N14_FEMGENPAIN	Pain and other conditions associated with female genital organs and menstrual cycle	Diseases of the genitourinary system (N14_)	5959	100663	0
N14_FEMGENPROL	Female genital prolapse	Diseases of the genitourinary system (N14_)	15197	100663	19
N14_FEMPELINFINOTH	Female pelvic inflammatory disorders in diseases classified elsewhere	Diseases of the genitourinary system (N14_)	87	171306	1
N14_FIANOV	Female infertility, associated with anovulation	Diseases of the genitourinary system (N14_)	2081	100663	1
N14_FIOTHNAS	Female infertility, cervigal, vaginal, other or unspecified origin	Diseases of the genitourinary system (N14_)	9916	100663	1
N14_FITUB	Female infertility, tubal origin	Diseases of the genitourinary system (N14_)	1319	100663	1
N14_FIUTERINE	Female infertility, uterine origin	Diseases of the genitourinary system (N14_)	86	100663	0
N14_GALACTORRHEA	Galactorrhea	Diseases of the genitourinary system (N14_)	231	176011	0
N14_GENITOUROTH	Other disorders of the genitourinary system	Diseases of the genitourinary system (N14_)	3190	339309	0
N14_GLOMEINOTH	Glomerular disorders in diseases classified elsewhere	Diseases of the genitourinary system (N14_)	3008	337446	1
N14_GLOMERULAR	Glomerular diseases	Diseases of the genitourinary system (N14_)	5053	337446	2
N14_GLOMER_NEPHRITIS	Glomerulonephritis	Diseases of the genitourinary system (N14_)	1450	341049	2
N14_HABITABORT	Habitual aborter	Diseases of the genitourinary system (N14_)	479	100663	0
N14_HENOCHSCHONLEIN_NEPHRITIS	Henoch-Schönlein purpura nephritis (HSPN)	Diseases of the genitourinary system (N14_)	87	342412	1
N14_HYDROCELE	Hydrocele	Diseases of the genitourinary system (N14_)	4654	110070	3
N14_HYDRONEPHR	Hydronephrosis	Diseases of the genitourinary system (N14_)	2823	309095	0
N14_HYPERTROPHYBREAST	Hypertrophy of breast	Diseases of the genitourinary system (N14_)	4604	176011	15
N14_HYPERTROPHYBREAST_BOTH	Hypertrophy of breast in women and men	Diseases of the genitourinary system (N14_)	5407	326828	15
N14_IGA_NEPHROPATHY	IgA nephropathy (IgA glomerulonephritis)	Diseases of the genitourinary system (N14_)	538	341961	1
N14_IMPOTENCE	Impotence	Diseases of the genitourinary system (N14_)	1045	110070	0
N14_INFCERVIX	Inflammatory disease of cervix uteri	Diseases of the genitourinary system (N14_)	1675	171306	0
N14_INFLAMALEGEN	Inflammatory disorders of male genital organs, not elsewhere classified	Diseases of the genitourinary system (N14_)	310	110070	2
N14_INFLAMMBREAST	Inflammatory disorders of breast	Diseases of the genitourinary system (N14_)	1435	176011	0
N14_INFLUTH	Inflammatory disease of uterus	Diseases of the genitourinary system (N14_)	3806	171306	0
N14_ISOLPROTEINURIA	Isolated proteinuria with specified morphological lesion	Diseases of the genitourinary system (N14_)	251	337446	2
N14_KIDUROTH	Other disorders of kidney and ureter	Diseases of the genitourinary system (N14_)	3057	339442	0
N14_LUMPNASBREAST	Unspecified lump in breast	Diseases of the genitourinary system (N14_)	4179	176011	0
N14_MALEGEN	Diseases of male genital organs	Diseases of the genitourinary system (N14_)	41550	110070	17
N14_MALEGENINOTH	Disorders of male genital organs in diseases classified elsewhere	Diseases of the genitourinary system (N14_)	117	110070	0
N14_MALEINFERT	Male infertility	Diseases of the genitourinary system (N14_)	1128	110070	1
N14_MENOPAUSOT	Other menopausal disorders	Diseases of the genitourinary system (N14_)	2930	100663	4
N14_MENORRHAGIA	Menorrhagia	Diseases of the genitourinary system (N14_)	19024	100663	20
N14_MENSIRREG	Irregular menses	Diseases of the genitourinary system (N14_)	14996	162936	2
N14_MESNRUIRREG	Excessive, frequent and irregular menstruation	Diseases of the genitourinary system (N14_)	32317	100663	21
N14_NEPHRITICNAS	Unspecified nephritic syndrome	Diseases of the genitourinary system (N14_)	523	337446	0
N14_NEPHROTICSYND	Nephrotic syndrome	Diseases of the genitourinary system (N14_)	763	337446	9
N14_NEUROMUSCDYSBLADD	Neuromuscular dysfunction of bladder	Diseases of the genitourinary system (N14_)	2306	299449	0
N14_OBSTRUREFLUROPATH	Other obstructive and reflux uropathy	Diseases of the genitourinary system (N14_)	3345	309095	0
N14_OLIGOMEN	Oligomenorrhoea	Diseases of the genitourinary system (N14_)	939	100663	0
N14_ORHCEPINDIDYMITIS	Orchitis and epididymitis	Diseases of the genitourinary system (N14_)	2344	110070	1
N14_OTHBLADD	Other disorders of  bladder	Diseases of the genitourinary system (N14_)	3016	299449	0
N14_OTHDISMALEGEN	Other disorders of male genital organs	Diseases of the genitourinary system (N14_)	805	110070	0
N14_OTHETNASKIDUR	Other specified disorders of kidney and ureter	Diseases of the genitourinary system (N14_)	782	339442	0
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	Diseases of the genitourinary system (N14_)	4598	171306	1
N14_OTHINFVAGVULV	Other inflammation of vagina/vulva	Diseases of the genitourinary system (N14_)	890	171306	0
N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri	Diseases of the genitourinary system (N14_)	1268	100663	0
N14_OTHNONINFOVA	Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament	Diseases of the genitourinary system (N14_)	681	100663	0
N14_OTHNONINFUTER	Other noninflammatory disorders of uterus, except cervix	Diseases of the genitourinary system (N14_)	7865	100663	5
N14_OTHNONINFVAG	Other noninflammatory disorders of vagina	Diseases of the genitourinary system (N14_)	2085	100663	0
N14_OTHNONINFVULV	Other noninflammatory disorders of vulva and perineum	Diseases of the genitourinary system (N14_)	2239	100663	0
N14_OTHPENIS	Other disorders of penis	Diseases of the genitourinary system (N14_)	2284	110070	0
N14_OVARTORS	Torsion of ovary, ovarian pedicle and fallopian tube	Diseases of the genitourinary system (N14_)	559	100663	0
N14_OVARYCYST	Ovarian cyst	Diseases of the genitourinary system (N14_)	18358	100663	11
N14_OVAR_HYPERSTIM	Ovarian hyperstimulation (induction)	Diseases of the genitourinary system (N14_)	382	179437	1
N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	Diseases of the genitourinary system (N14_)	6082	110070	3
N14_POLYPFEMGEN	Polyp of the female genital tract	Diseases of the genitourinary system (N14_)	12674	100663	5
N14_POSTMENATRVAG	Postmenopausal atrophic vaginitis	Diseases of the genitourinary system (N14_)	1414	100663	0
N14_POSTMENBLEED	Postmenopausal bleeding	Diseases of the genitourinary system (N14_)	10137	100663	2
N14_PREMENSTSYNDROM	Premenstrual syndrome	Diseases of the genitourinary system (N14_)	199	100663	0
N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube	Diseases of the genitourinary system (N14_)	1034	100663	0
N14_PROSTAOTH	Other disorders of prostate	Diseases of the genitourinary system (N14_)	900	110070	1
N14_PROSTATITIS	Inflammatory diseases of prostate (prostatitis)	Diseases of the genitourinary system (N14_)	3299	110070	1
N14_PROSTHYPERPLA	Hyperplasia of prostate	Diseases of the genitourinary system (N14_)	26358	110070	48
N14_PYELONEPHR	Acute tubulo-interstitial nephritis	Diseases of the genitourinary system (N14_)	20796	309095	2
N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria	Diseases of the genitourinary system (N14_)	204	337446	0
N14_RENALCOLNAS	Unspecified renal colic	Diseases of the genitourinary system (N14_)	137	333128	0
N14_RENALTUB	Renal tubulo-interstitial diseases	Diseases of the genitourinary system (N14_)	33404	309095	5
N14_RENALTUBULOINOTH	Renal tubulo-interstitial disorders in diseases classified elsewhere	Diseases of the genitourinary system (N14_)	217	309095	0
N14_RENALTUBULOOTH	Other renal tubulo-interstitial diseases	Diseases of the genitourinary system (N14_)	599	309095	1
N14_RENFAIL	Renal failure	Diseases of the genitourinary system (N14_)	12199	330300	4
N14_RENFAILNAS	Unspecified kidney failure	Diseases of the genitourinary system (N14_)	2249	330300	0
N14_SALPHOOPH	Salpingitis and oophoritis	Diseases of the genitourinary system (N14_)	5135	171306	0
N14_SPERMATOCELE	Spermatocele	Diseases of the genitourinary system (N14_)	1943	110070	4
N14_TORSIOTEST	Torsion of testis	Diseases of the genitourinary system (N14_)	479	110070	0
N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not specified as acute or chronic	Diseases of the genitourinary system (N14_)	1897	309095	0
N14_ULCERVAGVUL	Ulcer of vagina/vulva	Diseases of the genitourinary system (N14_)	461	171306	0
N14_UNSPECKIDCONTR	Unspecified contracted kidney	Diseases of the genitourinary system (N14_)	126	339442	1
N14_URETHRALSTRICT	Urethral stricture	Diseases of the genitourinary system (N14_)	1404	299449	0
N14_URETHRAOTH	Other disorders of urethra and urinary system	Diseases of the genitourinary system (N14_)	28775	299449	6
N14_URETHRITISANDURSYNDR	Urethritis and urethral syndrome	Diseases of the genitourinary system (N14_)	537	299449	1
N14_URINOTH	Other diseases of urinary system	Diseases of the genitourinary system (N14_)	43050	299449	3
N14_UTER_POLYP	Uterine polyps	Diseases of the genitourinary system (N14_)	2515	100663	2
N14_VAGINAL_DYSPLASIA_ALL	All dysplastic lesions of the vagina	Diseases of the genitourinary system (N14_)	565	190314	0
N14_VAGINAL_HSIL	HSIL lesion of the vagina	Diseases of the genitourinary system (N14_)	293	190586	0
N14_VAGINAL_LSIL	LSIL lesion of the vagina	Diseases of the genitourinary system (N14_)	302	190577	0
N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	Diseases of the genitourinary system (N14_)	3697	171306	1
N14_VULVAL_DYSPLASIA_ALL	All dysplastic lesions of the vulva	Diseases of the genitourinary system (N14_)	978	189901	1
N14_VULVAL_HSIL	HSIL lesion of the vulva	Diseases of the genitourinary system (N14_)	338	190541	5
N14_VULVAL_LSIL	LSIL lesion of the vulva	Diseases of the genitourinary system (N14_)	675	190204	4
N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	Diseases of the genitourinary system (N14_)	1188	171306	1
NAFLD	Nonalcoholic fatty liver disease	Gastrointestinal endpoints	1908	340591	6
NASH	Nonalcoholic steatohepatitis	Gastrointestinal endpoints	133	342366	1
NECROVASC_FG	Other necrotizing vasculopathies (FG)	Rheuma endpoints	1504	261098	2
NEURODEGOTH	Other degenerative diseases of the nervous system	Comorbidities of Gastrointestinal endpoints	11079	197425	10
NIV	Non-invasive ventilation	Interstitial lung disease endpoints	4935	154224	1
NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode)	Asthma and related endpoints	6390	187112	3
O15_ABORT_FAILED	Failed attempted abortion	Pregnancy, childbirth and the puerperium (O15_)	296	135962	1
O15_ABORT_MEDICAL	Medical abortion	Pregnancy, childbirth and the puerperium (O15_)	32550	135962	4
O15_ABORT_OTHER	Other abortion	Pregnancy, childbirth and the puerperium (O15_)	198	135962	1
O15_ABORT_SPONTAN	Spontaneous abortion	Pregnancy, childbirth and the puerperium (O15_)	15073	135962	0
O15_ABORT_UNS	Unspecified abortion	Pregnancy, childbirth and the puerperium (O15_)	1302	135962	0
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	Pregnancy, childbirth and the puerperium (O15_)	3545	154102	1
O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	Pregnancy, childbirth and the puerperium (O15_)	1708	163702	0
O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	Pregnancy, childbirth and the puerperium (O15_)	2148	154102	1
O15_BIRTH_BREAT_INFECT	Infections of breast associated with childbirth	Pregnancy, childbirth and the puerperium (O15_)	828	183235	0
O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	Pregnancy, childbirth and the puerperium (O15_)	450	183235	0
O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	Pregnancy, childbirth and the puerperium (O15_)	921	135962	2
O15_COMPLIC_LAB_DELIV	Complications of labour and delivery	Pregnancy, childbirth and the puerperium (O15_)	42726	148153	0
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	Pregnancy, childbirth and the puerperium (O15_)	7644	183235	1
O15_CONCEPT_ABNORM	Other abnormal products of conception	Pregnancy, childbirth and the puerperium (O15_)	10317	135962	0
O15_DELIV_CAESAR	Single delivery by caesarean section	Pregnancy, childbirth and the puerperium (O15_)	10937	84558	1
O15_DELIV_FORCEP_VAC	Single delivery by forceps and vacuum extractor	Pregnancy, childbirth and the puerperium (O15_)	6617	84558	0
O15_DELIV_MULTIP	Multiple delivery	Pregnancy, childbirth and the puerperium (O15_)	2108	84558	0
O15_DELIV_OTHER_ASSIST	Other assisted single delivery	Pregnancy, childbirth and the puerperium (O15_)	353	84558	0
O15_DELIV_PERIN_LACER	Perineal laceration during delivery	Pregnancy, childbirth and the puerperium (O15_)	4214	148153	2
O15_DELIV_SPONT	Single spontaneous delivery	Pregnancy, childbirth and the puerperium (O15_)	95928	84558	1
O15_ECLAMPSIA	Eclampsia	Pregnancy, childbirth and the puerperium (O15_)	426	176113	1
O15_EXCESS_VOMIT_PREG	Excessive vomiting in pregnancy	Pregnancy, childbirth and the puerperium (O15_)	2092	163702	3
O15_EXIST_HYPERT_COMPLIC	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	Pregnancy, childbirth and the puerperium (O15_)	1931	176113	2
O15_FAILED_INDUCT	Failed induction of labour	Pregnancy, childbirth and the puerperium (O15_)	1246	148153	2
O15_FALSE_LAB	False labour	Pregnancy, childbirth and the puerperium (O15_)	12399	154102	2
O15_GESTAT_HYPERT	Gestational [pregnancy-induced] hypertension	Pregnancy, childbirth and the puerperium (O15_)	7503	176113	11
O15_GESTAT_OEDEM_PREINUR	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	Pregnancy, childbirth and the puerperium (O15_)	2360	176113	2
O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	Pregnancy, childbirth and the puerperium (O15_)	8362	163702	0
O15_HYPTENSPREG	Pregnancy hypertension	Pregnancy, childbirth and the puerperium (O15_)	13071	177808	20
O15_ICP_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP)	Pregnancy, childbirth and the puerperium (O15_)	1736	117545	15
O15_ICP_WIDE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	Pregnancy, childbirth and the puerperium (O15_)	2196	188683	24
O15_ICP_WIDE_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	Pregnancy, childbirth and the puerperium (O15_)	2196	117085	25
O15_LABOUR_ABNORM_FORCES	Abnormalities of forces of labour	Pregnancy, childbirth and the puerperium (O15_)	2886	148153	1
O15_LABOUR_ANEST_COMPLIC	Complications of anaesthesia during labour and delivery	Pregnancy, childbirth and the puerperium (O15_)	95	148153	1
O15_LABOUR_FETAL_STRESS	Labour and delivery complicated by fetal stress [distress]	Pregnancy, childbirth and the puerperium (O15_)	7255	148153	0
O15_LABOUR_INTRAPART_HAEMORRH	Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified	Pregnancy, childbirth and the puerperium (O15_)	1306	148153	3
O15_LABOUR_LONG	Long labour	Pregnancy, childbirth and the puerperium (O15_)	6928	148153	0
O15_LABOUR_MALPOS	Obstructed labour due to malposition and malpresentation of fetus	Pregnancy, childbirth and the puerperium (O15_)	6565	148153	0
O15_LABOUR_OBSTR_OTHER	Other obstructed labour	Pregnancy, childbirth and the puerperium (O15_)	1969	148153	0
O15_LABOUR_OTHER	Other complications of labour and delivery, not elsewhere classified	Pregnancy, childbirth and the puerperium (O15_)	2745	148153	1
O15_LABOUR_PELVIC_ABNORM	Obstructed labour due to maternal pelvic abnormality	Pregnancy, childbirth and the puerperium (O15_)	4400	148153	1
O15_LABOUR_UMBILICAL	Labour and delivery complicated by umbilical cord complications	Pregnancy, childbirth and the puerperium (O15_)	1240	148153	0
O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery problems	Pregnancy, childbirth and the puerperium (O15_)	36777	154102	1
O15_MATERN_CARE_CERVICAL_INCOMPETENCE	Maternal care for cervical incompetence	Pregnancy, childbirth and the puerperium (O15_)	921	182858	2
O15_MATERN_CARE_DISPROP	Maternal care for known or suspected disproportion	Pregnancy, childbirth and the puerperium (O15_)	1089	154102	0
O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	Pregnancy, childbirth and the puerperium (O15_)	4357	154102	1
O15_MATERN_CARE_OTHER	Maternal care for other known or suspected fetal problems	Pregnancy, childbirth and the puerperium (O15_)	8413	154102	3
O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	Pregnancy, childbirth and the puerperium (O15_)	8021	154102	4
O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	Pregnancy, childbirth and the puerperium (O15_)	228	176113	0
O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium	Pregnancy, childbirth and the puerperium (O15_)	491	180020	0
O15_MAT_CARE_MALPRESENT	Maternal care for known or suspected malpresentation of fetus	Pregnancy, childbirth and the puerperium (O15_)	5191	154102	1
O15_MEMBR_PREMAT_RUPT	Premature rupture of membranes	Pregnancy, childbirth and the puerperium (O15_)	6129	154102	0
O15_MULTIP_GEST	Multiple gestation	Pregnancy, childbirth and the puerperium (O15_)	2441	154102	0
O15_MULTIP_GEST_COMPLIC	Complications specific to multiple gestation	Pregnancy, childbirth and the puerperium (O15_)	92	154102	0
O15_OBSTET_TRAUMA_OTHER	Other obstetric trauma	Pregnancy, childbirth and the puerperium (O15_)	1278	148153	0
O15_OTHER_MATERN_DIS_ELSEWHERE	Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	Pregnancy, childbirth and the puerperium (O15_)	10508	180020	1
O15_PLAC_DISORD	Placental disorders	Pregnancy, childbirth and the puerperium (O15_)	193	154102	0
O15_PLAC_PRAEVIA	Placenta praevia	Pregnancy, childbirth and the puerperium (O15_)	1076	154102	0
O15_PLAC_PREMAT_SEPAR	Premature separation of placenta [abruptio placentae]	Pregnancy, childbirth and the puerperium (O15_)	546	154102	0
O15_POLYHYDR	Polyhydramnios	Pregnancy, childbirth and the puerperium (O15_)	1049	154102	0
O15_POOR_FETGRO	Poor fetal growth	Pregnancy, childbirth and the puerperium (O15_)	3056	187823	4
O15_POSTPART_DEPR	Postpartum depression	Pregnancy, childbirth and the puerperium (O15_)	13657	236178	1
O15_POSTPART_HAEMORRH_ANATOMY	Postpartum haemorrhage due to anatomy	Pregnancy, childbirth and the puerperium (O15_)	2583	136236	0
O15_POSTPART_HAEMORRH_PLACENTA	Postpartum haemorrhage due to retained placenta	Pregnancy, childbirth and the puerperium (O15_)	3209	135610	0
O15_POSTPART_HEAMORRH	Postpartum hemorraghe, parous women as controls	Pregnancy, childbirth and the puerperium (O15_)	7221	148153	1
O15_POSTPART_HEAMORRH_ALLW	Postpartum haemorrhage	Pregnancy, childbirth and the puerperium (O15_)	7221	183658	0
O15_POSTPART_HEAMORRH_LB	Postpartum haemorrhage	Pregnancy, childbirth and the puerperium (O15_)	7221	131598	1
O15_PREECLAMPS	Pre-eclampsia	Pregnancy, childbirth and the puerperium (O15_)	5922	176113	1
O15_PREECLAMPS_CHRONIC_HYPERT	Pre-eclampsia superimposed on chronic hypertension	Pregnancy, childbirth and the puerperium (O15_)	135	176113	0
O15_PREEC_OR_FETGRO	Pre-eclampsia or poor fetal growth	Pregnancy, childbirth and the puerperium (O15_)	9080	181799	1
O15_PREG_ABORT	Pregnancy with abortive outcome	Pregnancy, childbirth and the puerperium (O15_)	54917	135962	0
O15_PREG_ECTOP	Ectopic pregnancy	Pregnancy, childbirth and the puerperium (O15_)	5052	135962	0
O15_PREG_GU_INFECT	Infections of genitourinary tract in pregnancy	Pregnancy, childbirth and the puerperium (O15_)	2588	163702	0
O15_PREG_HYDAT	Hydatidiform mole	Pregnancy, childbirth and the puerperium (O15_)	335	135962	0
O15_PREG_MATERN_CARE	Maternal care for other conditions predominantly related to pregnancy	Pregnancy, childbirth and the puerperium (O15_)	5981	163702	3
O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy	Pregnancy, childbirth and the puerperium (O15_)	27177	163702	5
O15_PREG_PROLONGED	Prolonged pregnancy	Pregnancy, childbirth and the puerperium (O15_)	3896	154102	1
O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy	Pregnancy, childbirth and the puerperium (O15_)	404	163702	1
O15_PRETERM	Preterm labour and delivery	Pregnancy, childbirth and the puerperium (O15_)	7678	148153	0
O15_PRE_OR_ECLAMPSIA	Pre-eclampsia or eclampsia	Pregnancy, childbirth and the puerperium (O15_)	6436	176113	1
O15_PUERP_COMPL_NAS	Complications of the puerperium, not elsewhere classified	Pregnancy, childbirth and the puerperium (O15_)	932	183235	0
O15_PUERP_INFECT_OTHER	Other puerperal infections	Pregnancy, childbirth and the puerperium (O15_)	1994	183235	1
O15_PUERP_SEPSIS	Puerperal sepsis	Pregnancy, childbirth and the puerperium (O15_)	3545	183235	0
O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	Pregnancy, childbirth and the puerperium (O15_)	3296	148153	0
O15_TWIN_GEST	Twin gestation	Pregnancy, childbirth and the puerperium (O15_)	2358	154102	0
O15_VENOUS_COMPLIC	Venous complications and haemorrhoids in the puerperium	Pregnancy, childbirth and the puerperium (O15_)	253	183235	1
OFFICIAL_TILASTOKESKUS_DEATH	Alcohol related diseases, tilastokeskus definition, death only	Alcohol related diseases	1897	340602	0
OSTEON_DRUGS	Osteonecrosis due to drugs	Diseases of the musculoskeletal system and connective tissue (M13_)	225	342274	2
